DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40913389	CYP2G1P, CYP2B7P1	LOC107985299 - CYP2B7P	107985299	1556		7774	10876	rs76935404-T	rs76935404	0	76935404	upstream_gene_variant	1	NR	1E-25	25.0		0.2489	[0.2-0.29] unit increase	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40911822	CYP2G1P, CYP2B7P1	LOC107985299 - CYP2B7P	107985299	1556		6207	12443	rs10425738-G	rs10425738	0	10425738	upstream_gene_variant	1	NR	1E-24	24.0		0.2425	[0.2-0.29] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40827379	RAB4B-EGLN2, CYP2A6	CYP2F2P - CYP2A6	171427	1548		606	16159	rs11878604-C	rs11878604	0	11878604	intron_variant	1	NR	7E-24	23.154901959985743		0.276	[0.22-0.33] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40866570	CYP2A6, CYP2A7	CYP2A6 - CYP2A7	1548	1549		16123	8869	rs7247903-G	rs7247903	0	7247903	intron_variant	1	NR	1E-21	21.0		0.3222	[0.26-0.39] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40840863	RAB4B-EGLN2, CYP2A6	CYP2F2P - CYP2A6	171427	1548		14090	2675	rs2316205-C	rs2316205	0	2316205	non_coding_transcript_exon_variant	1	NR	4E-14	13.397940008672037		0.1786	[0.13-0.22] unit increase	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40878770	CYP2A7	CYP2A7			1549			rs4079366-T	rs4079366	0	4079366	missense_variant	0	NR	8E-14	13.096910013008056		0.1854	[0.14-0.23] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40901969	CYP2G1P, CYP2B7P1	LOC107985299			107985299			rs73931391-G	rs73931391	0	73931391	downstream_gene_variant	0	NR	2E-12	11.698970004336019		0.5852	[0.42-0.75] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40818275	RAB4B-EGLN2, CYP2A6	CYP2T1P - CYP2F2P	171523	171427		6883	202	rs2545770-A	rs2545770	0	2545770	intron_variant	1	NR	4E-11	10.397940008672037		0.2012	[0.14-0.26] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40811274	RAB4B-EGLN2, CYP2A6	CYP2T1P			171523			rs185308415-G	rs185308415	0	185308415	non_coding_transcript_exon_variant	0	NR	3E-9	8.522878745280337		0.3344	[0.22-0.44] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	41032173	CYP2B6, CYP2A13	CYP2A7P1 - CYP2G2P	1550	83757		3910	18279	rs76617915-A	rs76617915	0	76617915	upstream_gene_variant	1	NR	2E-8	7.698970004336019		0.6151	[0.4-0.83] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40824274	RAB4B-EGLN2, CYP2A6	CYP2F2P			171427			rs7507400-T	rs7507400	0	7507400	intron_variant	0	NR	4E-8	7.3979400086720375		0.1679	[0.11-0.23] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	8q22.1	8	97581926	TSPYL5, MTDH	LOC105375657 - RPS2P33	105375657	286150		62573	42240	rs2045966-G	rs2045966	0	2045966	intergenic_variant	1	NR	3E-8	7.522878745280337		0.2483	[0.16-0.34] unit increase	Illumina [11892802] (imputed)	N
2017-01-13	27135401	Cheng TH	2016-05-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27135401	Five endometrial cancer risk loci identified through genome-wide association analysis.	Endometrial endometrioid carcinoma	2,082 European ancestry cases, 9,544 European ancestry controls	4,553 European ancestry cases, 27,600 European ancestry controls	13q22.1	13	73240754	KLF12	RNY1P8 - MARK2P12	100873807	100421565		13494	167035	rs11841589-G	rs11841589	0	11841589	intergenic_variant	1	0.74	6E-10	9.221848749616356		1.16	[1.10-1.21]	Illumina [up to 2300000] (imputed)	N
2017-01-13	27135401	Cheng TH	2016-05-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27135401	Five endometrial cancer risk loci identified through genome-wide association analysis.	Endometrial endometrioid carcinoma	2,082 European ancestry cases, 9,544 European ancestry controls	4,553 European ancestry cases, 27,600 European ancestry controls	6q22.31	6	125695434	HEY2, NCOA7	LOC643623, LOC105377986			643623, 105377986			rs13328298-G	rs13328298	0	13328298	intron_variant	0	0.58	1E-11	11.0		1.15	[1.11-1.20]	Illumina [up to 2300000] (imputed)	N
2017-01-13	27135401	Cheng TH	2016-05-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27135401	Five endometrial cancer risk loci identified through genome-wide association analysis.	Endometrial endometrioid carcinoma	2,082 European ancestry cases, 9,544 European ancestry controls	4,553 European ancestry cases, 27,600 European ancestry controls	8q24.21	8	128587032	MYC	LINC00824 - LINC00977	101927774	728724		22353	629435	rs4733613-C	rs4733613	0	4733613	intergenic_variant	1	0.13	8E-9	8.096910013008056		1.1904762	[1.12-1.27]	Illumina [up to 2300000] (imputed)	N
2017-01-13	27135401	Cheng TH	2016-05-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27135401	Five endometrial cancer risk loci identified through genome-wide association analysis.	Endometrial endometrioid carcinoma	2,082 European ancestry cases, 9,544 European ancestry controls	4,553 European ancestry cases, 27,600 European ancestry controls	15q15.1	15	40029923	EIF2AK, BMF	EIF2AK4			440275			rs937213-C	rs937213	0	937213	intron_variant	0	0.42	2E-7	6.698970004336019		1.1111112	[1.06-1.16]	Illumina [up to 2300000] (imputed)	N
2017-01-13	27135401	Cheng TH	2016-05-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27135401	Five endometrial cancer risk loci identified through genome-wide association analysis.	Endometrial endometrioid carcinoma	2,082 European ancestry cases, 9,544 European ancestry controls	4,553 European ancestry cases, 27,600 European ancestry controls	14q32.33	14	104776883	AKT1, SIVA1	AKT1			207			rs2498796-A	rs2498796	0	2498796	non_coding_transcript_exon_variant	0	0.3	4E-8	7.3979400086720375		1.1363636	[1.09-1.18]	Illumina [up to 2300000] (imputed)	N
2017-01-13	27135401	Cheng TH	2016-05-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27135401	Five endometrial cancer risk loci identified through genome-wide association analysis.	Endometrial endometrioid carcinoma	2,082 European ancestry cases, 9,544 European ancestry controls	4,553 European ancestry cases, 27,600 European ancestry controls	17q12	17	37743574	HNF1B	HNF1B			6928			rs11263763-A	rs11263763	0	11263763	intron_variant	0	0.54	7E-17	16.154901959985743		1.2	[1.15-1.25]	Illumina [up to 2300000] (imputed)	N
2017-01-13	27135401	Cheng TH	2016-05-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27135401	Five endometrial cancer risk loci identified through genome-wide association analysis.	Endometrial endometrioid carcinoma	2,082 European ancestry cases, 9,544 European ancestry controls	4,553 European ancestry cases, 27,600 European ancestry controls	15q21.2	15	51245609	CYP19A1	CYP19A1			1588			rs2414098-C	rs2414098	0	2414098	intron_variant	0	0.62	2E-13	12.698970004336019		1.18	[1.13-1.23]	Illumina [up to 2300000] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	4p16.1	4	6274903	WFS1	WFS1			7466			rs62283056-C	rs62283056	0	62283056	intron_variant	0	NR	5E-8	7.301029995663981		5.438	z score decrease	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	2p21	2	43088349	intergenic	LOC107985876 - RNU6-242P	107985876	106481254		18693	3039	rs62137541-T	rs62137541	0	62137541	downstream_gene_variant	1	NR	1E-7	7.0		5.28	z score decrease	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	2p21	2	43091570	intergenic	RNU6-242P - LOC100506047	106481254	100506047		76	4300	rs7562946-A	rs7562946	0	7562946	upstream_gene_variant	1	NR	4E-7	6.3979400086720375		5.053	z score decrease	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	8p23.1	8	11427626	FAM167A	FAM167A-AS1, FAM167A			83656, 83648			rs12156238-C	rs12156238	0	12156238	intron_variant	0	NR	5E-7	6.301029995663981		5.032	z score increase	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	2p21	2	43092840	intergenic	RNU6-242P - LOC100506047	106481254	100506047		1346	3030	rs3179891-A	rs3179891	0	3179891	upstream_gene_variant	1	NR	5E-7	6.301029995663981		5.026	z score increase	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	2p21	2	43088710	intergenic	LOC107985876 - RNU6-242P	107985876	106481254		19054	2678	rs7578467-T	rs7578467	0	7578467	downstream_gene_variant	1	NR	5E-7	6.301029995663981		5.019	z score increase	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	10q26.3	10	128974127	intergenic	LOC728327 - LOC107984279	728327	107984279		57839	266258	rs10829534-T	rs10829534	0	10829534	intergenic_variant	1	NR	5E-6	5.301029995663981		4.582	z score decrease	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	1p31.1	1	76987908	ST6GALNAC5	ST6GALNAC5			81849			rs2143582-T	rs2143582	0	2143582	intron_variant	0	NR	5E-6	5.301029995663981		4.554	z score decrease	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	4q13.1	4	60987687	intergenic	MIR548AG1 - LOC105377249	100616450	105377249		65003	156001	rs13148643-T	rs13148643	0	13148643	intergenic_variant	1	NR	5E-6	5.301029995663981		4.554	z score increase	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	5q15	5	97197765	intergenic	RIOK2 - YTHDF1P1	55781	402220		14464	170822	rs1000083-T	rs1000083	0	1000083	intron_variant	1	NR	5E-6	5.301029995663981		4.55	z score decrease	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	2p21	2	43093990	intergenic	RNU6-242P - LOC100506047	106481254	100506047		2496	1880	rs12615153-T	rs12615153	0	12615153	upstream_gene_variant	1	NR	6E-6	5.221848749616356		4.529	z score decrease	Illumina [5060354] (imputed)	N
2017-04-10	28039263	Wheeler HE	2016-12-30	Clin Cancer Res	www.ncbi.nlm.nih.gov/pubmed/28039263	Variants in WFS1 and other Mendelian deafness genes are associated with cisplatin-associated ototoxicity.	Cisplatin-induced ototoxicity	511 European ancestry testicular cancer survivor individuals	238 children	3p26.3	3	2005081	intergenic	RPL21P17 - RN7SKP144	727810	106479159		98912	83896	rs13067896-A	rs13067896	0	13067896	intergenic_variant	1	NR	7E-6	5.154901959985743		4.494	z score decrease	Illumina [5060354] (imputed)	N
